Estado Mayor General de la Armada Argentina,CONSTRUCCIÓN EDIFICIO ALOJAMIENTO PERSONAL MILITAR,LICITACIÓN PÚBLICA Nº 08/11 POR LEY DE OBRAS PÚBLICAS Nº 13.064,SERVICIO ADMINISTRATIVO FINANCIERO DE LA ARMADA,CARLOS ALBERTO PAZ,JEFE DE ESTADO MAYOR GENERAL DE LA ARMADA,"DGMN,PJO,FG4 Nº 5/11",FF 11,"CONSTRUCCIÓN EDIFICIO PARA ALOJAMIENTO DE OFICIALES EN EL PREDIO DEL POLO EDUCATIVO NAVAL DE VICENTE LÓPEZ, PROVINCIA DE BUENOS AIRES",Licitación pública,RESOLUCIÓN EMGA Nº 342/11,RESOLUCIÓN EMGA Nº 186/12,Ajuste alzado,41756653.79,2012-01-17,90,730,EMACO S.A.,30546695014,,2012-10-12,RUBÉN O. MOLINARI,15,28,0,28,16,meses,38,meses,0,meses,6,62,54434096.52,2,6,NO,NO,NO,06,Buenos Aires,06861,Vicente López,,,,,,,,,,
Dirección Nacional de Vialidad,RM. 0038  - <LIMA - ZARATE> - <II -  LAS PALMAS - ZARATE>,0003062/2009,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 11,PLAN DE OBRA PARA TODOS LOS ARGENTINOS,Licitación pública municipal,,,Ajuste alzado,39054467,2009-04-03,120,366,MUNICIPALIDAD DE ZARATE,30647611946,,2011-08-24,,10,401.2,98.94,151.94,38,meses,,,,,,71.5,139232952.2,1,5,,NO,SI,02,Ciudad Autónoma de Buenos Aires,,,,,,,,.4.03.03.,194723032.3,,,En ejecucion
Dirección Nacional de Vialidad,"RM. 164  - <AV. LEANDRO N. ALEM - AV. COLON-  IRIGOYEN - M. FIERRO - MARMISOLLE -  GRANADA - UDAONDO> - <CALLE H.YRIGOYEN, M.FIERRO, MARMISOLE, GRANADA, UDAONDO, R.GOMEZ, GIANOLA, PETRUZZI - AV. ALEM DESDE MARMISOLE HASTA BROWN>",1003975/2009,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 11,PLAN DE OBRA PARA TODOS LOS ARGENTINOS,Licitación pública nacional,,,Ajuste alzado,6823315.55,2014-03-12,120,609,MUNICIPALIDAD DE TAPALQUE,33999005379,,2014-04-01,,100,0,0,0,0,meses,,,,,,57.66,3934323.75,0,0,,NO,SI,06,Buenos Aires,,,,,,,,.4.03.03.,6823315.55,,,En ejecucion
Dirección Nacional de Vialidad,RM. 65-8  - <RUTA PROV Nº 11 RUTA PROV Nº 36> - <S/D - RUTA PROVINCIAL Nº 11>,0005255/2012,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 15,OBRA NUEVA - CAMINO,Licitación pública municipal,,,Unidad de medida,29667129.44,2012-06-25,120,276,MUNICIPALIDAD DE PUNTA INDIO,30684587559,,2013-05-13,Leonardo Ruscio,0,160.52,40.04,86.04,27,meses,,,,,,73.82,57074486.83,0,4,,NO,SI,06,Buenos Aires,06655,Punta Indio,,,,,,.4.03.03.,77314277.81,,,En ejecucion
Dirección Nacional de Vialidad,RM. ACCESO  - <ACCESO A SAN EMILIO DESDE R.P.Nº 65> - <SECCION I - SECCION I>,0006114/2009,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 11,PLAN DE OBRA PARA TODOS LOS ARGENTINOS,Licitación pública nacional,,,Unidad de medida,11459648.25,2009-08-25,120,275,MUNICIPALIDAD DE GENERAL VIAMONTE,30637032492,,2012-03-26,,10,31.86,31.86,0,34,meses,,,,,,16.9,3213923.36,7,3,,NO,SI,06,Buenos Aires,,,,,,,,.4.03.03.,19018842.01,,,En ejecucion
Dirección Nacional de Vialidad,RM. ACCESO  - <ACCESO A SAN EMILIO DESDE R.P.Nº 65> - <SECCION II - SECCION II>,1006114/2009,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 11,PLAN DE OBRA PARA TODOS LOS ARGENTINOS,Licitación pública nacional,,,Unidad de medida,14906410.61,2009-08-25,120,275,MUNICIPALIDAD DE GENERAL VIAMONTE,30637032492,,2012-03-26,,10,31.86,31.86,0,37,meses,,,,,,0,603.8,7,3,,NO,SI,06,Buenos Aires,,,,,,,,.4.03.03.,19655332.79,,,En ejecucion
Dirección Nacional de Vialidad,RM. EX RN9  - <AVENIDA DE LOS CONSTITUYENTES E/ HENRY FORD Y AUTOPISTA RAMAL PANAMERICANA> - <ACCESO NORTE RAMAL ESCOBAR - AVENIDA HENRY FORD>,0009444/2009,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 15,REPAVIMENTACION DE CALZADA EXISTENTE,Licitación pública municipal,,,Unidad de medida,90000000,2009-06-18,120,610,CONSTRUMEX S.A. - FONTANA NICASTRO S.A.C. - UTE RUTA 9,30711058199,,2011-04-15,Angelica Caro,10,195.96,171.2,9.13,57,meses,,,,,,87.17,232052593.7,0,12,,NO,SI,06,Buenos Aires,06805,Tigre,,,,,,.4.03.03.,266215485.5,,,En ejecucion
Dirección Nacional de Vialidad,RM. EX RN9  - <ENTRE LAS CERCANIAS DEL ARROYO ESCOBAR Y LA CALLE DON BOSCO> - <S/D - S/D>,0013521/2009,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,NELSON PERIOTTI,ADMINISTRADOR/A GENERAL,5.8.6,FF 11,PLAN DE OBRA PARA TODOS LOS ARGENTINOS,Licitación pública nacional,002052/2009,002052/2009,Unidad de medida,17595451.43,2009-05-18,120,181,MUNICIPALIDAD DE ESCOBAR,33999034069,,2010-01-18,Angelica Caro,10,10.11,10.11,0,11,meses,,,,,,77.63,15040371.91,0,1,,NO,SI,06,Buenos Aires,,,,,,,,.4.03.03.,19373843.26,,,En ejecucion
Dirección Nacional de Vialidad,RM. RM S/N  - <PAVIMENTACION DE CIEN (100) CUADRAS EN RIO GALLEGOS> - <S/D - S/D>,0010633/2014,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 11,PAVIMENTACION URBANA,Licitación pública nacional,,,Unidad de medida,202000000,2014-07-31,120,731,KANK Y COSTILLA S.A.,30537955860,,2015-02-18,,0,18.82,18.82,0,0,meses,,,,,,44.38,114173688.7,0,1,,NO,SI,78,Santa Cruz,,,,,,,,.4.03.03.,257242728,,,En ejecucion
Dirección Nacional de Vialidad,RM. RM S/N  - <PUNTA INDIO - VERONICA> - <RUTA PROVINCIAL Nº 11 - RUTA PROVINCIAL Nº 11>,0000635/2014,LICITACIONES Y CONTRATACIONES - DIRECCION NACIONAL DE VIALIDAD,ADMINISTRADOR/A GENERAL,ADMINISTRADOR/A GENERAL,5.8.6,FF 11,MEJORAMIENTO Y ENRIPIADO,Licitación pública nacional,,,Unidad de medida,9455821.44,2014-12-15,120,245,MUNICIPALIDAD DE PUNTA INDIO,30684587559,,2015-03-05,Leonardo Ruscio,0,0,0,0,0,meses,,,,,,99.75,9396210.6,0,0,,NO,SI,06,Buenos Aires,06655,Punta Indio,,,,,,.4.03.03.,9419760,,,En ejecucion
